indivisible,mixed
0.6854037468026509,0.5
0.6581768290418872,0.5721839377842508
0.6710762210255736,0.639333872868768
0.5786352624292501,0.5382135554788525
0.7183750155099116,0.5
0.6085659011924511,0.6085659011924511
0.6195728122509307,0.5618550991250267
0.5192968229609899,0.5192968229609899
0.584621510544698,0.584621510544698
0.5383051006973568,0.5383051006973568
0.6583012578117484,0.6501067685859916
0.5089766944921622,0.5
0.5091513837151682,0.5091513837151682
0.5529819425579927,0.5707109291685608
0.6598815940082007,0.5
0.6986996449593422,0.5181655597802628
0.6785259707988288,0.5358841107530316
0.7089712605685735,0.5
0.5476585194305474,0.5
0.8445224269937021,0.5942009931521685
0.6025404076711716,0.6025404076711716
0.8853851524126387,0.5294896289300172
0.8028141111090453,0.531512149298075
0.5144234241437045,0.5144234241437045
0.5343345615607974,0.5343345615607974
0.6594835759056742,0.6594835759056742
0.8393788772043304,0.5413564559007438
0.6329462633647222,0.5288445972673034
0.8126259267758831,0.570007533063461
0.7822623153347513,0.5321559907089619
0.6688024145541311,0.6241215343884099
0.7193285024405511,0.7193285024405511
0.5574234740824648,0.5
0.6426482423456281,0.6426482423456281
0.5242681445948937,0.5613994654883846
0.565558323200284,0.565558323200284
0.6767389622241213,0.5761091236977738
0.5130244826988692,0.5
0.542631179253378,0.5
0.5727607488094871,0.5727607488094871
0.7549079015576069,0.5297160158679547
0.5728745533979513,0.508454059390845
0.6736114887417617,0.6736114887417617
0.7465270715331709,0.5130498806672371
0.5758864953901167,0.5590638751240329
0.5592992049827403,0.5001072284337396
0.7541020235024164,0.5141138891926569
0.5766498519130285,0.5648754280480143
0.7160091805528765,0.5
0.6368276946231847,0.6368276946231847
0.6339380386398085,0.5
0.6890903941876159,0.5
0.7373923749661204,0.5166779876490493
0.523094616562993,0.5
0.523515666599769,0.5
0.7497384735572119,0.5399992721665494
0.6036068715712007,0.6036068715712007
0.7748438739621512,0.5032852638310177
0.6711052962789112,0.5461378539914803
0.5714377341509361,0.5714377341509361
0.6508390286645677,0.5
0.7060709668716751,0.5
0.7068791163666754,0.6834932287843276
0.7118061038475214,0.7118061038475214
0.6885263172245852,0.500856593245459
0.626509176595582,0.5
0.5540992911014256,0.519075698209851
0.7058025996331904,0.5933482223883759
0.6312699785504049,0.6312699785504049
0.6057626477319276,0.6057626477319276
0.5503141736767154,0.5503141736767154
0.7209309547796371,0.5459203994580674
0.7228093065272307,0.5355669032184901
0.5859240272889039,0.5859240272889039
0.6058082372711181,0.6058082372711181
0.569010538753714,0.5956809860722786
0.6456857575557371,0.6456857575557371
0.5411219389808484,0.5060235143311371
1.0406886906752713,1.0406886906752713
0.5184280561333198,0.5184280561333198
0.6443414595725063,0.6443414595725063
0.5221283667098394,0.5221283667098394
0.6097539221744039,0.531577147679726
