approximate,exact
0.7851747093982053,0.7851747093982053
0.5328507836953024,0.5328507836953024
0.6767069909954156,0.6767069909954156
0.5575619045674883,0.5575619045674883
0.7094998796168762,0.7094998796168762
0.5208585511264776,0.5208585511264776
0.6271950543575291,0.6271950543575291
0.6958293815286434,0.6958293815286434
0.7557288163013097,0.7557288163013097
0.7060793282388049,0.7060793282388049
0.5703248287636622,0.5703248287636622
0.5688096960269408,0.5688096960269408
0.5823709074088543,0.5823709074088543
0.516746914204701,0.516746914204701
0.8804307695352955,0.8804307695352955
0.5462894071776007,0.5462894071776007
0.9284784654510705,0.9284784654510705
0.5552365443584469,0.5552365443584469
0.6895951707106052,0.6895951707106052
0.6007714904118953,0.5824277901026308
0.5951807607288221,0.5951807607288221
0.5539837548045047,0.5539837548045047
0.6043153892980745,0.6043153892980745
0.5928516346110978,0.5928516346110978
0.6781074022916358,0.6781074022916358
0.7136631927899456,0.7136631927899456
0.5193050499941316,0.5193050499941316
0.6756492706090415,0.6756492706090415
0.7504442480737067,0.7504442480737067
0.7858751069974742,0.5335637963538425
0.6217684933849515,0.6217684933849515
0.5743129556756539,0.5743129556756539
0.5072476174737535,0.5072476174737535
0.6308736033970699,0.6308736033970699
0.7046252305071112,0.7046252305071112
0.7360117607653399,0.5051300863055687
0.6787691644978177,0.5620508358881815
0.7684037699411086,0.7684037699411086
0.8668629575430958,0.8668629575430958
0.7897563146478929,0.5266944307660831
0.6188832305171912,0.6188832305171912
0.6273255970983171,0.6273255970983171
0.8063686655990933,0.8063686655990933
0.5346431167945179,0.5346431167945179
0.5102416641312261,0.5102416641312261
0.5024789294459178,0.5024789294459178
0.8830097819291896,0.8830097819291896
0.650103061021353,0.650103061021353
0.809012831401118,0.5248911674046112
0.5903665114794628,0.5903665114794628
0.8236238702427103,0.8236238702427103
0.7624701442675568,0.7624701442675568
0.8841047071381418,0.8841047071381418
0.6886860073456179,0.6886860073456179
0.7194815353527847,0.5171940419255431
0.5480066196411135,0.5480066196411135
0.5659712466613831,0.5659712466613831
0.5714776711901238,0.5714776711901238
0.6850273580367474,0.6850273580367474
0.9426887753247504,0.9426887753247504
0.6382794106944858,0.6382794106944858
0.8173888857045305,0.8173888857045305
0.8546550174691128,0.8546550174691128
0.8214364581767444,0.5365316748956537
0.5950690442041708,0.5950690442041708
0.5549323898052563,0.5549323898052563
0.6374215214177377,0.6374215214177377
0.5781070768314981,0.5781070768314981
0.805910335211157,0.805910335211157
0.7538762380253905,0.7538762380253905
0.8213592757781688,0.8213592757781688
0.8489677186037963,0.8489677186037963
0.8999320679715668,0.5475527843370668
0.6404696689773014,0.6404696689773014
0.677163293452514,0.5379950203443771
0.6044690250297159,0.6044690250297159
0.964425783348844,0.964425783348844
0.7588923856406732,0.7588923856406732
0.7299990283941586,0.7299990283941586
0.9391142025603039,0.9391142025603039
0.6566879283075249,0.6566879283075249
0.7106796651199402,0.7106796651199402
0.5321947137388736,0.5321947137388736
0.8032790721306484,0.8032790721306484
0.697869699565216,0.697869699565216
0.5885371667160594,0.5885371667160594
0.9958374829114703,0.5142028527150536
0.7052467268646423,0.7052467268646423
0.7204916207296961,0.7204916207296961
0.5941738882359308,0.5941738882359308
0.6224591929992963,0.6224591929992963
0.5061918087336283,0.5061918087336283
0.7335060131796565,0.7335060131796565
0.9468735475412807,0.5233089870527599
0.5837971086283692,0.5837971086283692
0.8098680223873302,0.8098680223873302
0.742760422651885,0.742760422651885
0.7803005368206866,0.7803005368206866
0.7091636095331152,0.7091636095331152
0.6135726623694577,0.6135726623694577
0.9424884231054175,0.9424884231054175
0.5515199582330366,0.5515199582330366
0.7303157904080738,0.7303157904080738
0.6823686901120198,0.6823686901120198
0.7917347987885168,0.7917347987885168
0.7462162393168261,0.7462162393168261
0.5891019883363471,0.5891019883363471
0.5949305217036535,0.5949305217036535
0.8906019344217805,0.8906019344217805
0.6797513002502059,0.6308769794805407
0.7514471656500463,0.7514471656500463
0.6662360505490434,0.6662360505490434
0.8023494993929557,0.8023494993929557
0.749663032163635,0.749663032163635
0.5501178165463764,0.5501178165463764
0.835088293156343,0.5639585017276343
0.9141121641472149,0.9141121641472149
0.6243935854819721,0.5298172841984305
0.7084168973439223,0.7084168973439223
0.6454933330707714,0.6454933330707714
0.6605681982482402,0.6605681982482402
0.736797471187383,0.736797471187383
0.5863639127715493,0.5863639127715493
0.8899596954949167,0.8899596954949167
0.5536905442883739,0.5536905442883739
0.6768009024435183,0.6768009024435183
0.7099514463120313,0.7099514463120313
0.5499317969048404,0.5499317969048404
0.6193804652658054,0.6193804652658054
0.5620170196573132,0.5620170196573132
0.9618983936934603,0.5803970372173588
0.8765144278681238,0.8765144278681238
0.6976215476908822,0.6976215476908822
0.5519017956555352,0.5519017956555352
0.7155881682645616,0.7155881682645616
0.5525531272592542,0.5348066040745134
0.714011010425254,0.5104430411325639
0.6439458777888767,0.6439458777888767
0.759647857800906,0.759647857800906
0.7731827549148821,0.7731827549148821
0.6241200116117842,0.6241200116117842
0.6577811276185735,0.6577811276185735
0.6170762163525828,0.6170762163525828
0.6306735840812123,0.6306735840812123
0.5785721675588253,0.5785721675588253
0.6058121265450916,0.6058121265450916
0.5488029983458087,0.5488029983458087
0.8887984515470196,0.5123495782039359
0.8002425349831207,0.8002425349831207
0.5446653663415058,0.5446653663415058
0.6650301013768813,0.6650301013768813
0.789157018109686,0.789157018109686
0.5013105680949385,0.5013105680949385
0.5565465705236927,0.5565465705236927
0.6053303451322448,0.6053303451322448
0.718697172420562,0.718697172420562
0.7979280748209521,0.7979280748209521
0.8875529944788011,0.8875529944788011
0.6071094672127557,0.6071094672127557
0.6676010376935567,0.6676010376935567
0.7069406303452099,0.7069406303452099
0.6207377243517233,0.5232243296789613
0.7052024358550897,0.6691058375494195
0.628210374435908,0.628210374435908
0.5051831295649463,0.5051831295649463
0.6002546984075694,0.6002546984075694
0.593813018981774,0.593813018981774
0.7434544109840587,0.7434544109840587
0.5729730845138583,0.5729730845138583
0.8315707081476486,0.8315707081476486
1.0041309004440053,0.7178003534220211
1.2411625295340785,0.5308627409123986
0.5747500085357031,0.5747500085357031
0.8762304434331677,0.8762304434331677
0.6096381874873091,0.6096381874873091
0.5055393485259777,0.5055393485259777
0.6705629180814511,0.6705629180814511
0.7870073855469734,0.7870073855469734
0.5833779133251626,0.5833779133251626
0.7489330887737549,0.7489330887737549
0.6378812006738167,0.6378812006738167
0.6343648274745516,0.5445464278982054
0.833161347205236,0.833161347205236
0.529938240910758,0.529938240910758
0.5597680173996775,0.5597680173996775
0.8530423552577902,0.8530423552577902
0.5776536470392434,0.5776536470392434
0.5127312654587457,0.5127312654587457
0.6386174205420779,0.6386174205420779
0.6693603974343251,0.6693603974343251
0.6019368809077488,0.6019368809077488
0.7858676740529773,0.7858676740529773
0.7288853491560459,0.5646828293342698
0.7150323968369648,0.7150323968369648
0.8034504117957784,0.8034504117957784
0.6751737945892348,0.6751737945892348
0.6737284935966926,0.6737284935966926
0.7460690846197534,0.7460690846197534
0.7134146035273476,0.7134146035273476
0.6007202397048761,0.6007202397048761
0.6975846970649009,0.5311721409315695
0.7708096420574136,0.7708096420574136
0.8132238827555812,0.8132238827555812
0.6565203551156806,0.6565203551156806
0.5880265992346154,0.5880265992346154
0.7479861391104972,0.7479861391104972
0.832117284152475,0.832117284152475
0.6956327402242962,0.6956327402242962
0.753813901151015,0.753813901151015
0.5346070565484125,0.5346070565484125
0.8049100944466193,0.8049100944466193
1.1576799717135389,1.1576799717135389
0.7511742579155336,0.7511742579155336
0.5420787271859038,0.5420787271859038
0.6575005332251445,0.6575005332251445
0.6490751446452934,0.6490751446452934
0.9015966489842842,0.5023269381463981
0.7443207927905555,0.6147040815298056
0.6482300666370439,0.6482300666370439
0.5839699621010809,0.5839699621010809
0.5450014662242899,0.5223881857531589
0.6116815259743437,0.6116815259743437
0.6318254084092789,0.6318254084092789
0.5462460730117527,0.5034976456040362
0.8082008981097173,0.6389932859703351
0.608661125362141,0.608661125362141
0.6061592034566898,0.6061592034566898
0.7419577373512561,0.7419577373512561
0.5756581193747272,0.5756581193747272
0.759447772123939,0.759447772123939
0.5757387817165961,0.5757387817165961
0.7383875527320118,0.5077960148247714
0.654989181378538,0.654989181378538
0.5732906386120296,0.5732906386120296
0.6416460714583431,0.5003954648245122
0.6275626121041803,0.6275626121041803
0.6884860362437846,0.6884860362437846
0.8103542093554633,0.8103542093554633
0.6042731167962392,0.6042731167962392
0.535238230107864,0.535238230107864
0.5832372074976857,0.5699076087791989
0.7513221820792231,0.7513221820792231
0.8612114916940343,0.8612114916940343
0.6891449442126601,0.5432113876385224
0.6130173065435405,0.6130173065435405
0.804069215590978,0.804069215590978
0.5760689238101014,0.5760689238101014
0.6789216354994376,0.6789216354994376
0.5138593957354338,0.5138593957354338
0.6274924663667883,0.6274924663667883
0.9263470331939498,0.9263470331939498
0.6883481016123987,0.6883481016123987
0.5671435651664821,0.5671435651664821
0.6753422285171717,0.5731647912996822
0.5752934042437754,0.5181648924693473
0.5612550100783006,0.5612550100783006
0.8512873319679832,0.8512873319679832
0.9927115995808713,0.9927115995808713
0.7550605639997086,0.7550605639997086
0.6443872721789398,0.6443872721789398
0.8310469756077766,0.8310469756077766
0.6297021119566085,0.6297021119566085
0.7915616821893627,0.7915616821893627
0.7530062339898542,0.7530062339898542
0.7359301525562383,0.7359301525562383
0.7055280261541003,0.5072647383899881
1.1205213271736927,1.1205213271736927
1.0381007754611689,1.0381007754611689
0.5241961343045392,0.5241961343045392
0.5951384061610105,0.5951384061610105
0.7128561665991356,0.7128561665991356
0.7750581185818316,0.580625146181916
0.9103818793996413,0.5392513821942413
0.5973564665350026,0.5973564665350026
0.6745026585105979,0.6745026585105979
0.5611586856167112,0.5611586856167112
0.6232709912440868,0.6232709912440868
0.7179918467450964,0.7179918467450964
0.6828861733656966,0.6828861733656966
0.8335173368744573,0.8335173368744573
0.8060140343260941,0.8060140343260941
0.787776250037035,0.787776250037035
0.8186844990004011,0.8186844990004011
0.8678727507619503,0.5412346139842826
0.6723048221217768,0.5922793674008674
0.5714864127818405,0.5714864127818405
0.9147041854571124,0.9147041854571124
0.5805874941639896,0.5805874941639896
0.6956551737529892,0.6956551737529892
0.6737851416623076,0.6737851416623076
0.738734732822568,0.738734732822568
0.622410380831135,0.622410380831135
0.5749395688041956,0.5749395688041956
0.808590778860596,0.808590778860596
0.6563826715699771,0.6563826715699771
0.5493037941225286,0.5493037941225286
0.7081003327533812,0.7081003327533812
0.6707067133096152,0.6707067133096152
0.7139163230546692,0.7139163230546692
0.7761402164164652,0.7761402164164652
0.7726476085917878,0.7726476085917878
0.7087859432450383,0.7087859432450383
0.848160469159239,0.848160469159239
0.5704146615396365,0.5704146615396365
0.8062350481367326,0.8062350481367326
0.5783835243842872,0.5783835243842872
0.7040282615337815,0.7040282615337815
0.6522441892488273,0.6522441892488273
0.5574041251974391,0.5574041251974391
0.823203395090377,0.823203395090377
0.6392702854312654,0.6392702854312654
0.7072646061392452,0.7072646061392452
0.5479593553295986,0.5835598090074654
0.5905924538110373,0.5540211746879604
0.7473533260918507,0.7473533260918507
0.6666556531698146,0.6666556531698146
0.7382666947269225,0.7382666947269225
0.7717786470661272,0.7717786470661272
0.6997842635232576,0.6997842635232576
0.5697523477567089,0.5697523477567089
0.5634084540576829,0.5634084540576829
0.7482364455545175,0.7482364455545175
0.6358540150779526,0.6358540150779526
0.5609836172847299,0.5609836172847299
0.5334766516001036,0.5334766516001036
0.5845715249095179,0.5845715249095179
0.6687494444306351,0.5526585790446336
0.6408907603862398,0.6408907603862398
0.525238967235385,0.525238967235385
0.7140295286290425,0.5294617460996359
0.9832454705152751,0.9832454705152751
0.6468012268139949,0.6468012268139949
0.6784681745100496,0.6784681745100496
0.6135816110031901,0.6135816110031901
0.5898763734349253,0.5898763734349253
0.615904017180782,0.615904017180782
0.5624597447426614,0.5624597447426614
0.6951694717441592,0.6951694717441592
0.6324171155401311,0.6324171155401311
0.5920291240132536,0.5920291240132536
0.8306331507133431,0.8306331507133431
0.8502291582694123,0.8502291582694123
0.8176390149584135,0.8176390149584135
0.8214204390755931,0.8214204390755931
0.5861695734126326,0.5861695734126326
0.5800327866954106,0.5800327866954106
0.6071190503728808,0.6071190503728808
0.6746784388442086,0.6746784388442086
0.8053668688140446,0.8053668688140446
0.8128559693032782,0.8128559693032782
0.5285994453639536,0.5285994453639536
0.6488555163086047,0.6488555163086047
