indivisible,mixed
0.41740515286782415,0.5
0.39380071351347146,0.5
0.37001322498353,0.5
0.40010735392016583,0.5
0.5045804040911993,0.5
0.47519073682406515,0.5
0.46037967897406584,0.5
0.5351304688656632,0.5
0.45916760762046527,0.5
0.4969678705609391,0.5
0.3523275336604878,0.5000000000000001
0.5647034439520023,0.5
0.35413353607574755,0.5
0.3183654099521494,0.5
0.5378381240254316,0.5064849713788407
0.4726608748476631,0.5
0.5317329353899581,0.5317329353899581
0.3783362434264289,0.5
0.4279377482711239,0.5
0.36143058329415884,0.5
0.3956458168077761,0.5
0.49062618311812994,0.5
0.49171643252139446,0.5
0.36312043197325344,0.5
0.3462094588733898,0.5
0.4565193827393302,0.5284786996438235
0.40292138646651887,0.5
0.49508945977289287,0.5
0.3904656617092825,0.5
0.448349776541315,0.5
0.4111470621763964,0.5
0.30213548825654013,0.5
0.5208232084404961,0.5
0.5959133658358969,0.5
0.4134681676352985,0.5
0.436992665757242,0.5
0.5296572925212641,0.5
0.40953536873508223,0.5
0.45503137043405883,0.5
0.3224265831589059,0.5
0.39774868565107724,0.5
0.4686809232437975,0.5
0.30892376948733874,0.5
0.3697765463492604,0.5
0.4296452498711408,0.5
0.4802970885972426,0.5
0.33355144871324427,0.5
0.44666598331989427,0.5
0.3508523180904131,0.5
0.556446398858145,0.556446398858145
0.46061940955874064,0.5
0.3722937305002581,0.5
0.35796355010672626,0.5
0.39628957355875255,0.5
0.46241383412906345,0.5
0.3833201363391491,0.5
0.40074575498497284,0.5
0.3579100381993075,0.5
0.42351310141445797,0.5092434170274858
0.48519597864504566,0.5
0.4315639157440801,0.5
0.5806494316592944,0.5806494316592944
0.3558936702752018,0.5
0.3140789091306442,0.5
0.30707050911926753,0.5
0.4736211514223364,0.5
0.39165197085820935,0.5
0.4312007059189076,0.5
0.6046637697035058,0.5
0.31424883963746975,0.5
0.5057095485863037,0.5
0.5295237797470548,0.5082265454265817
0.36621286709814316,0.5
0.4878211046586149,0.5053854971018586
0.48901918684317086,0.5
0.32009910069052316,0.5
0.3963457385253449,0.5
0.3189141082572747,0.5
0.32470456138019826,0.5
0.4661885894920362,0.5
0.40401344391069105,0.5
0.3706772165281512,0.5
0.5388185564574592,0.5226421799865901
0.3561755460912778,0.5
0.31247929448197487,0.5
0.4146746515223112,0.5
0.3371160884078874,0.5
0.4086362453420553,0.5
0.4071514029601304,0.5
0.40131692787012707,0.5
0.4102022182607587,0.5
0.4700710876855769,0.5
0.3976490663732946,0.5
0.4208406141562507,0.5
0.4793801214595411,0.5
0.3760509335469283,0.5
0.4315428011649179,0.5
0.49363844259888756,0.5
0.6814296715759834,0.5
0.3954875398626064,0.5
0.339980130925871,0.5
0.4743662918125859,0.5121499005503919
0.46058945583989663,0.5
0.37399993533755166,0.5
